city,date,aqi,pm2_5,pm10,no2,co,dominant_pollutant
London,2020-11-17,34,34,15.0,28.4,3.7,pm25
New York,2020-11-17,20,20,,,,pm25
Delhi,2020-11-18,277,277,,,,pm25
London,2020-11-18,34,34,15.0,28.4,3.7,pm25
New York,2020-11-18,20,20,,,,pm25
Delhi,2020-11-19,277,277,,,,pm25
London,2020-11-19,34,34,15.0,28.4,3.7,pm25
New York,2020-11-19,20,20,,,,pm25
Delhi,2020-11-20,277,277,,,,pm25
London,2020-11-20,34,34,15.0,28.4,3.7,pm25
New York,2020-11-20,20,20,,,,pm25
Delhi,2020-11-21,277,277,,,,pm25
London,2020-11-21,34,34,15.0,28.4,3.7,pm25
New York,2020-11-21,20,20,,,,pm25
Delhi,2020-11-22,277,277,,,,pm25
London,2020-11-22,34,34,15.0,28.4,3.7,pm25
New York,2020-11-22,20,20,,,,pm25
Delhi,2020-11-23,277,277,,,,pm25
London,2020-11-23,34,34,15.0,28.4,3.7,pm25
New York,2020-11-23,20,20,,,,pm25
Delhi,2020-11-24,277,277,,,,pm25
London,2020-11-24,34,34,15.0,28.4,3.7,pm25
New York,2020-11-24,20,20,,,,pm25
Delhi,2020-11-25,277,277,,,,pm25
London,2020-11-25,34,34,15.0,28.4,3.7,pm25
New York,2020-11-25,20,20,,,,pm25
Delhi,2020-11-26,277,277,,,,pm25
London,2020-11-26,34,34,15.0,28.4,3.7,pm25
New York,2020-11-26,20,20,,,,pm25
Delhi,2020-11-27,277,277,,,,pm25
London,2020-11-27,34,34,15.0,28.4,3.7,pm25
New York,2020-11-27,20,20,,,,pm25
Delhi,2020-11-28,277,277,,,,pm25
London,2020-11-28,34,34,15.0,28.4,3.7,pm25
New York,2020-11-28,20,20,,,,pm25
Delhi,2020-11-29,277,277,,,,pm25
London,2020-11-29,34,34,15.0,28.4,3.7,pm25
New York,2020-11-29,20,20,,,,pm25
Delhi,2020-11-30,277,277,,,,pm25
London,2020-11-30,34,34,15.0,28.4,3.7,pm25
New York,2020-11-30,20,20,,,,pm25
Delhi,2020-12-01,277,277,,,,pm25
London,2020-12-01,34,34,15.0,28.4,3.7,pm25
New York,2020-12-01,20,20,,,,pm25
Delhi,2020-12-02,277,277,,,,pm25
London,2020-12-02,34,34,15.0,28.4,3.7,pm25
New York,2020-12-02,20,20,,,,pm25
Delhi,2020-12-03,277,277,,,,pm25
London,2020-12-03,34,34,15.0,28.4,3.7,pm25
New York,2020-12-03,20,20,,,,pm25
Delhi,2020-12-04,277,277,,,,pm25
London,2020-12-04,34,34,15.0,28.4,3.7,pm25
New York,2020-12-04,20,20,,,,pm25
Delhi,2020-12-05,277,277,,,,pm25
London,2020-12-05,34,34,15.0,28.4,3.7,pm25
New York,2020-12-05,20,20,,,,pm25
Delhi,2020-12-06,277,277,,,,pm25
London,2020-12-06,34,34,15.0,28.4,3.7,pm25
New York,2020-12-06,20,20,,,,pm25
Delhi,2020-12-07,277,277,,,,pm25
London,2020-12-07,34,34,15.0,28.4,3.7,pm25
New York,2020-12-07,20,20,,,,pm25
Delhi,2020-12-08,277,277,,,,pm25
London,2020-12-08,34,34,15.0,28.4,3.7,pm25
New York,2020-12-08,20,20,,,,pm25
Delhi,2020-12-09,277,277,,,,pm25
London,2020-12-09,34,34,15.0,28.4,3.7,pm25
New York,2020-12-09,20,20,,,,pm25
Delhi,2020-12-10,277,277,,,,pm25
London,2020-12-10,34,34,15.0,28.4,3.7,pm25
New York,2020-12-10,20,20,,,,pm25
Delhi,2020-12-11,277,277,,,,pm25
London,2020-12-11,34,34,15.0,28.4,3.7,pm25
New York,2020-12-11,20,20,,,,pm25
Delhi,2020-12-12,277,277,,,,pm25
London,2020-12-12,34,34,15.0,28.4,3.7,pm25
New York,2020-12-12,20,20,,,,pm25
Delhi,2020-12-13,277,277,,,,pm25
London,2020-12-13,34,34,15.0,28.4,3.7,pm25
New York,2020-12-13,20,20,,,,pm25
Delhi,2020-12-14,277,277,,,,pm25
London,2020-12-14,34,34,15.0,28.4,3.7,pm25
New York,2020-12-14,20,20,,,,pm25
Delhi,2020-12-15,277,277,,,,pm25
London,2020-12-15,34,34,15.0,28.4,3.7,pm25
New York,2020-12-15,20,20,,,,pm25
Delhi,2020-12-16,277,277,,,,pm25
London,2020-12-16,34,34,15.0,28.4,3.7,pm25
New York,2020-12-16,20,20,,,,pm25
Delhi,2020-12-17,277,277,,,,pm25
London,2020-12-17,34,34,15.0,28.4,3.7,pm25
New York,2020-12-17,20,20,,,,pm25
Delhi,2020-12-18,277,277,,,,pm25
London,2020-12-18,34,34,15.0,28.4,3.7,pm25
New York,2020-12-18,20,20,,,,pm25
Delhi,2020-12-19,277,277,,,,pm25
London,2020-12-19,34,34,15.0,28.4,3.7,pm25
New York,2020-12-19,20,20,,,,pm25
Delhi,2020-12-20,277,277,,,,pm25
London,2020-12-20,34,34,15.0,28.4,3.7,pm25
New York,2020-12-20,20,20,,,,pm25
Delhi,2020-12-21,277,277,,,,pm25
London,2020-12-21,34,34,15.0,28.4,3.7,pm25
New York,2020-12-21,20,20,,,,pm25
Delhi,2020-12-22,277,277,,,,pm25
London,2020-12-22,34,34,15.0,28.4,3.7,pm25
New York,2020-12-22,20,20,,,,pm25
Delhi,2020-12-23,277,277,,,,pm25
London,2020-12-23,34,34,15.0,28.4,3.7,pm25
New York,2020-12-23,20,20,,,,pm25
Delhi,2020-12-24,277,277,,,,pm25
London,2020-12-24,34,34,15.0,28.4,3.7,pm25
New York,2020-12-24,20,20,,,,pm25
Delhi,2020-12-25,277,277,,,,pm25
London,2020-12-25,34,34,15.0,28.4,3.7,pm25
New York,2020-12-25,20,20,,,,pm25
Delhi,2020-12-26,277,277,,,,pm25
London,2020-12-26,34,34,15.0,28.4,3.7,pm25
New York,2020-12-26,20,20,,,,pm25
Delhi,2020-12-27,277,277,,,,pm25
London,2020-12-27,34,34,15.0,28.4,3.7,pm25
New York,2020-12-27,20,20,,,,pm25
Delhi,2020-12-28,277,277,,,,pm25
London,2020-12-28,34,34,15.0,28.4,3.7,pm25
New York,2020-12-28,20,20,,,,pm25
Delhi,2020-12-29,277,277,,,,pm25
London,2020-12-29,34,34,15.0,28.4,3.7,pm25
New York,2020-12-29,20,20,,,,pm25
Delhi,2020-12-30,277,277,,,,pm25
London,2020-12-30,34,34,15.0,28.4,3.7,pm25
New York,2020-12-30,20,20,,,,pm25
Delhi,2020-12-31,277,277,,,,pm25
London,2020-12-31,34,34,15.0,28.4,3.7,pm25
New York,2020-12-31,20,20,,,,pm25
Delhi,2021-01-01,277,277,,,,pm25
London,2021-01-01,34,34,15.0,28.4,3.7,pm25
New York,2021-01-01,20,20,,,,pm25
Delhi,2021-01-02,277,277,,,,pm25
London,2021-01-02,34,34,15.0,28.4,3.7,pm25
New York,2021-01-02,20,20,,,,pm25
Delhi,2021-01-03,277,277,,,,pm25
London,2021-01-03,34,34,15.0,28.4,3.7,pm25
New York,2021-01-03,20,20,,,,pm25
Delhi,2021-01-04,277,277,,,,pm25
London,2021-01-04,34,34,15.0,28.4,3.7,pm25
New York,2021-01-04,20,20,,,,pm25
Delhi,2021-01-05,277,277,,,,pm25
London,2021-01-05,34,34,15.0,28.4,3.7,pm25
New York,2021-01-05,20,20,,,,pm25
Delhi,2021-01-06,277,277,,,,pm25
London,2021-01-06,34,34,15.0,28.4,3.7,pm25
New York,2021-01-06,20,20,,,,pm25
Delhi,2021-01-07,277,277,,,,pm25
London,2021-01-07,34,34,15.0,28.4,3.7,pm25
New York,2021-01-07,20,20,,,,pm25
Delhi,2021-01-08,277,277,,,,pm25
London,2021-01-08,34,34,15.0,28.4,3.7,pm25
New York,2021-01-08,20,20,,,,pm25
Delhi,2021-01-09,277,277,,,,pm25
London,2021-01-09,34,34,15.0,28.4,3.7,pm25
New York,2021-01-09,20,20,,,,pm25
Delhi,2021-01-10,277,277,,,,pm25
London,2021-01-10,34,34,15.0,28.4,3.7,pm25
New York,2021-01-10,20,20,,,,pm25
Delhi,2021-01-11,277,277,,,,pm25
London,2021-01-11,34,34,15.0,28.4,3.7,pm25
New York,2021-01-11,20,20,,,,pm25
Delhi,2021-01-12,277,277,,,,pm25
London,2021-01-12,34,34,15.0,28.4,3.7,pm25
New York,2021-01-12,20,20,,,,pm25
Delhi,2021-01-13,277,277,,,,pm25
London,2021-01-13,34,34,15.0,28.4,3.7,pm25
New York,2021-01-13,20,20,,,,pm25
Delhi,2021-01-14,277,277,,,,pm25
London,2021-01-14,34,34,15.0,28.4,3.7,pm25
New York,2021-01-14,20,20,,,,pm25
Delhi,2021-01-15,277,277,,,,pm25
London,2021-01-15,34,34,15.0,28.4,3.7,pm25
New York,2021-01-15,20,20,,,,pm25
Delhi,2021-01-16,277,277,,,,pm25
London,2021-01-16,34,34,15.0,28.4,3.7,pm25
New York,2021-01-16,20,20,,,,pm25
Delhi,2021-01-17,277,277,,,,pm25
London,2021-01-17,34,34,15.0,28.4,3.7,pm25
New York,2021-01-17,20,20,,,,pm25
Delhi,2021-01-18,277,277,,,,pm25
London,2021-01-18,34,34,15.0,28.4,3.7,pm25
New York,2021-01-18,20,20,,,,pm25
Delhi,2021-01-19,277,277,,,,pm25
London,2021-01-19,34,34,15.0,28.4,3.7,pm25
New York,2021-01-19,20,20,,,,pm25
Delhi,2021-01-20,277,277,,,,pm25
London,2021-01-20,34,34,15.0,28.4,3.7,pm25
New York,2021-01-20,20,20,,,,pm25
Delhi,2021-01-21,277,277,,,,pm25
London,2021-01-21,34,34,15.0,28.4,3.7,pm25
New York,2021-01-21,20,20,,,,pm25
Delhi,2021-01-22,277,277,,,,pm25
London,2021-01-22,34,34,15.0,28.4,3.7,pm25
New York,2021-01-22,20,20,,,,pm25
Delhi,2021-01-23,277,277,,,,pm25
London,2021-01-23,34,34,15.0,28.4,3.7,pm25
New York,2021-01-23,20,20,,,,pm25
Delhi,2021-01-24,277,277,,,,pm25
London,2021-01-24,34,34,15.0,28.4,3.7,pm25
New York,2021-01-24,20,20,,,,pm25
Delhi,2021-01-25,277,277,,,,pm25
London,2021-01-25,34,34,15.0,28.4,3.7,pm25
New York,2021-01-25,20,20,,,,pm25
Delhi,2021-01-26,277,277,,,,pm25
London,2021-01-26,34,34,15.0,28.4,3.7,pm25
New York,2021-01-26,20,20,,,,pm25
Delhi,2021-01-27,277,277,,,,pm25
London,2021-01-27,34,34,15.0,28.4,3.7,pm25
New York,2021-01-27,20,20,,,,pm25
Delhi,2021-01-28,277,277,,,,pm25
London,2021-01-28,34,34,15.0,28.4,3.7,pm25
New York,2021-01-28,20,20,,,,pm25
Delhi,2021-01-29,277,277,,,,pm25
London,2021-01-29,34,34,15.0,28.4,3.7,pm25
New York,2021-01-29,20,20,,,,pm25
Delhi,2021-01-30,277,277,,,,pm25
London,2021-01-30,34,34,15.0,28.4,3.7,pm25
New York,2021-01-30,20,20,,,,pm25
Delhi,2021-01-31,277,277,,,,pm25
London,2021-01-31,34,34,15.0,28.4,3.7,pm25
New York,2021-01-31,20,20,,,,pm25
Delhi,2021-02-01,277,277,,,,pm25
London,2021-02-01,34,34,15.0,28.4,3.7,pm25
New York,2021-02-01,20,20,,,,pm25
Delhi,2021-02-02,277,277,,,,pm25
London,2021-02-02,34,34,15.0,28.4,3.7,pm25
New York,2021-02-02,20,20,,,,pm25
Delhi,2021-02-03,277,277,,,,pm25
London,2021-02-03,34,34,15.0,28.4,3.7,pm25
New York,2021-02-03,20,20,,,,pm25
Delhi,2021-02-04,277,277,,,,pm25
London,2021-02-04,34,34,15.0,28.4,3.7,pm25
New York,2021-02-04,20,20,,,,pm25
Delhi,2021-02-05,277,277,,,,pm25
London,2021-02-05,34,34,15.0,28.4,3.7,pm25
New York,2021-02-05,20,20,,,,pm25
Delhi,2021-02-06,277,277,,,,pm25
London,2021-02-06,34,34,15.0,28.4,3.7,pm25
New York,2021-02-06,20,20,,,,pm25
Delhi,2021-02-07,277,277,,,,pm25
London,2021-02-07,34,34,15.0,28.4,3.7,pm25
New York,2021-02-07,20,20,,,,pm25
Delhi,2021-02-08,277,277,,,,pm25
London,2021-02-08,34,34,15.0,28.4,3.7,pm25
New York,2021-02-08,20,20,,,,pm25
Delhi,2021-02-09,277,277,,,,pm25
London,2021-02-09,34,34,15.0,28.4,3.7,pm25
New York,2021-02-09,20,20,,,,pm25
Delhi,2021-02-10,277,277,,,,pm25
London,2021-02-10,34,34,15.0,28.4,3.7,pm25
New York,2021-02-10,20,20,,,,pm25
Delhi,2021-02-11,277,277,,,,pm25
London,2021-02-11,34,34,15.0,28.4,3.7,pm25
New York,2021-02-11,20,20,,,,pm25
Delhi,2021-02-12,277,277,,,,pm25
London,2021-02-12,34,34,15.0,28.4,3.7,pm25
New York,2021-02-12,20,20,,,,pm25
Delhi,2021-02-13,277,277,,,,pm25
London,2021-02-13,34,34,15.0,28.4,3.7,pm25
New York,2021-02-13,20,20,,,,pm25
Delhi,2021-02-14,277,277,,,,pm25
London,2021-02-14,34,34,15.0,28.4,3.7,pm25
New York,2021-02-14,20,20,,,,pm25
Delhi,2021-02-15,277,277,,,,pm25
London,2021-02-15,34,34,15.0,28.4,3.7,pm25
New York,2021-02-15,20,20,,,,pm25
Delhi,2021-02-16,277,277,,,,pm25
London,2021-02-16,34,34,15.0,28.4,3.7,pm25
New York,2021-02-16,20,20,,,,pm25
Delhi,2021-02-17,277,277,,,,pm25
London,2021-02-17,34,34,15.0,28.4,3.7,pm25
New York,2021-02-17,20,20,,,,pm25
Delhi,2021-02-18,277,277,,,,pm25
London,2021-02-18,34,34,15.0,28.4,3.7,pm25
New York,2021-02-18,20,20,,,,pm25
Delhi,2021-02-19,277,277,,,,pm25
London,2021-02-19,34,34,15.0,28.4,3.7,pm25
New York,2021-02-19,20,20,,,,pm25
Delhi,2021-02-20,277,277,,,,pm25
London,2021-02-20,34,34,15.0,28.4,3.7,pm25
New York,2021-02-20,20,20,,,,pm25
Delhi,2021-02-21,277,277,,,,pm25
London,2021-02-21,34,34,15.0,28.4,3.7,pm25
New York,2021-02-21,20,20,,,,pm25
Delhi,2021-02-22,277,277,,,,pm25
London,2021-02-22,34,34,15.0,28.4,3.7,pm25
New York,2021-02-22,20,20,,,,pm25
Delhi,2021-02-23,277,277,,,,pm25
London,2021-02-23,34,34,15.0,28.4,3.7,pm25
New York,2021-02-23,20,20,,,,pm25
Delhi,2021-02-24,277,277,,,,pm25
London,2021-02-24,34,34,15.0,28.4,3.7,pm25
New York,2021-02-24,20,20,,,,pm25
Delhi,2021-02-25,277,277,,,,pm25
London,2021-02-25,34,34,15.0,28.4,3.7,pm25
New York,2021-02-25,20,20,,,,pm25
Delhi,2021-02-26,277,277,,,,pm25
London,2021-02-26,34,34,15.0,28.4,3.7,pm25
New York,2021-02-26,20,20,,,,pm25
Delhi,2021-02-27,277,277,,,,pm25
London,2021-02-27,34,34,15.0,28.4,3.7,pm25
New York,2021-02-27,20,20,,,,pm25
Delhi,2021-02-28,277,277,,,,pm25
London,2021-02-28,34,34,15.0,28.4,3.7,pm25
New York,2021-02-28,20,20,,,,pm25
Delhi,2021-03-01,277,277,,,,pm25
London,2021-03-01,34,34,15.0,28.4,3.7,pm25
New York,2021-03-01,20,20,,,,pm25
Delhi,2021-03-02,277,277,,,,pm25
London,2021-03-02,34,34,15.0,28.4,3.7,pm25
New York,2021-03-02,20,20,,,,pm25
Delhi,2021-03-03,277,277,,,,pm25
London,2021-03-03,34,34,15.0,28.4,3.7,pm25
New York,2021-03-03,20,20,,,,pm25
Delhi,2021-03-04,277,277,,,,pm25
London,2021-03-04,34,34,15.0,28.4,3.7,pm25
New York,2021-03-04,20,20,,,,pm25
Delhi,2021-03-05,277,277,,,,pm25
London,2021-03-05,34,34,15.0,28.4,3.7,pm25
New York,2021-03-05,20,20,,,,pm25
Delhi,2021-03-06,277,277,,,,pm25
London,2021-03-06,34,34,15.0,28.4,3.7,pm25
New York,2021-03-06,20,20,,,,pm25
Delhi,2021-03-07,277,277,,,,pm25
London,2021-03-07,34,34,15.0,28.4,3.7,pm25
New York,2021-03-07,20,20,,,,pm25
Delhi,2021-03-08,277,277,,,,pm25
London,2021-03-08,34,34,15.0,28.4,3.7,pm25
New York,2021-03-08,20,20,,,,pm25
Delhi,2021-03-09,277,277,,,,pm25
London,2021-03-09,34,34,15.0,28.4,3.7,pm25
New York,2021-03-09,20,20,,,,pm25
Delhi,2021-03-10,277,277,,,,pm25
London,2021-03-10,34,34,15.0,28.4,3.7,pm25
New York,2021-03-10,20,20,,,,pm25
Delhi,2021-03-11,277,277,,,,pm25
London,2021-03-11,34,34,15.0,28.4,3.7,pm25
New York,2021-03-11,20,20,,,,pm25
Delhi,2021-03-12,277,277,,,,pm25
London,2021-03-12,34,34,15.0,28.4,3.7,pm25
New York,2021-03-12,20,20,,,,pm25
Delhi,2021-03-13,277,277,,,,pm25
London,2021-03-13,34,34,15.0,28.4,3.7,pm25
New York,2021-03-13,20,20,,,,pm25
Delhi,2021-03-14,277,277,,,,pm25
London,2021-03-14,34,34,15.0,28.4,3.7,pm25
New York,2021-03-14,20,20,,,,pm25
Delhi,2021-03-15,277,277,,,,pm25
London,2021-03-15,34,34,15.0,28.4,3.7,pm25
New York,2021-03-15,20,20,,,,pm25
Delhi,2021-03-16,277,277,,,,pm25
London,2021-03-16,34,34,15.0,28.4,3.7,pm25
New York,2021-03-16,20,20,,,,pm25
Delhi,2021-03-17,277,277,,,,pm25
London,2021-03-17,34,34,15.0,28.4,3.7,pm25
New York,2021-03-17,20,20,,,,pm25
Delhi,2021-03-18,277,277,,,,pm25
London,2021-03-18,34,34,15.0,28.4,3.7,pm25
New York,2021-03-18,20,20,,,,pm25
Delhi,2021-03-19,277,277,,,,pm25
London,2021-03-19,34,34,15.0,28.4,3.7,pm25
New York,2021-03-19,20,20,,,,pm25
Delhi,2021-03-20,277,277,,,,pm25
London,2021-03-20,34,34,15.0,28.4,3.7,pm25
New York,2021-03-20,20,20,,,,pm25
Delhi,2021-03-21,277,277,,,,pm25
London,2021-03-21,34,34,15.0,28.4,3.7,pm25
New York,2021-03-21,20,20,,,,pm25
Delhi,2021-03-22,277,277,,,,pm25
London,2021-03-22,34,34,15.0,28.4,3.7,pm25
New York,2021-03-22,20,20,,,,pm25
Delhi,2021-03-23,277,277,,,,pm25
London,2021-03-23,34,34,15.0,28.4,3.7,pm25
New York,2021-03-23,20,20,,,,pm25
Delhi,2021-03-24,277,277,,,,pm25
London,2021-03-24,34,34,15.0,28.4,3.7,pm25
New York,2021-03-24,20,20,,,,pm25
Delhi,2021-03-25,277,277,,,,pm25
London,2021-03-25,34,34,15.0,28.4,3.7,pm25
New York,2021-03-25,20,20,,,,pm25
Delhi,2021-03-26,277,277,,,,pm25
London,2021-03-26,34,34,15.0,28.4,3.7,pm25
New York,2021-03-26,20,20,,,,pm25
Delhi,2021-03-27,277,277,,,,pm25
London,2021-03-27,34,34,15.0,28.4,3.7,pm25
New York,2021-03-27,20,20,,,,pm25
Delhi,2021-03-28,277,277,,,,pm25
London,2021-03-28,34,34,15.0,28.4,3.7,pm25
New York,2021-03-28,20,20,,,,pm25
Delhi,2021-03-29,277,277,,,,pm25
London,2021-03-29,34,34,15.0,28.4,3.7,pm25
New York,2021-03-29,20,20,,,,pm25
Delhi,2021-03-30,277,277,,,,pm25
London,2021-03-30,34,34,15.0,28.4,3.7,pm25
New York,2021-03-30,20,20,,,,pm25
Delhi,2021-03-31,277,277,,,,pm25
London,2021-03-31,34,34,15.0,28.4,3.7,pm25
New York,2021-03-31,20,20,,,,pm25
Delhi,2021-04-01,277,277,,,,pm25
London,2021-04-01,34,34,15.0,28.4,3.7,pm25
New York,2021-04-01,20,20,,,,pm25
Delhi,2021-04-02,277,277,,,,pm25
London,2021-04-02,34,34,15.0,28.4,3.7,pm25
New York,2021-04-02,20,20,,,,pm25
Delhi,2021-04-03,277,277,,,,pm25
London,2021-04-03,34,34,15.0,28.4,3.7,pm25
New York,2021-04-03,20,20,,,,pm25
Delhi,2021-04-04,277,277,,,,pm25
London,2021-04-04,34,34,15.0,28.4,3.7,pm25
New York,2021-04-04,20,20,,,,pm25
Delhi,2021-04-05,277,277,,,,pm25
London,2021-04-05,34,34,15.0,28.4,3.7,pm25
New York,2021-04-05,20,20,,,,pm25
Delhi,2021-04-06,277,277,,,,pm25
London,2021-04-06,34,34,15.0,28.4,3.7,pm25
New York,2021-04-06,20,20,,,,pm25
Delhi,2021-04-07,277,277,,,,pm25
London,2021-04-07,34,34,15.0,28.4,3.7,pm25
New York,2021-04-07,20,20,,,,pm25
Delhi,2021-04-08,277,277,,,,pm25
London,2021-04-08,34,34,15.0,28.4,3.7,pm25
New York,2021-04-08,20,20,,,,pm25
Delhi,2021-04-09,277,277,,,,pm25
London,2021-04-09,34,34,15.0,28.4,3.7,pm25
New York,2021-04-09,20,20,,,,pm25
Delhi,2021-04-10,277,277,,,,pm25
London,2021-04-10,34,34,15.0,28.4,3.7,pm25
New York,2021-04-10,20,20,,,,pm25
Delhi,2021-04-11,277,277,,,,pm25
London,2021-04-11,34,34,15.0,28.4,3.7,pm25
New York,2021-04-11,20,20,,,,pm25
Delhi,2021-04-12,277,277,,,,pm25
London,2021-04-12,34,34,15.0,28.4,3.7,pm25
New York,2021-04-12,20,20,,,,pm25
Delhi,2021-04-13,277,277,,,,pm25
London,2021-04-13,34,34,15.0,28.4,3.7,pm25
New York,2021-04-13,20,20,,,,pm25
Delhi,2021-04-14,277,277,,,,pm25
London,2021-04-14,34,34,15.0,28.4,3.7,pm25
New York,2021-04-14,20,20,,,,pm25
Delhi,2021-04-15,277,277,,,,pm25
London,2021-04-15,34,34,15.0,28.4,3.7,pm25
New York,2021-04-15,20,20,,,,pm25
Delhi,2021-04-16,277,277,,,,pm25
London,2021-04-16,34,34,15.0,28.4,3.7,pm25
New York,2021-04-16,20,20,,,,pm25
Delhi,2021-04-17,277,277,,,,pm25
London,2021-04-17,34,34,15.0,28.4,3.7,pm25
New York,2021-04-17,20,20,,,,pm25
Delhi,2021-04-18,277,277,,,,pm25
London,2021-04-18,34,34,15.0,28.4,3.7,pm25
New York,2021-04-18,20,20,,,,pm25
Delhi,2021-04-19,277,277,,,,pm25
London,2021-04-19,34,34,15.0,28.4,3.7,pm25
New York,2021-04-19,20,20,,,,pm25
Delhi,2021-04-20,277,277,,,,pm25
London,2021-04-20,34,34,15.0,28.4,3.7,pm25
New York,2021-04-20,20,20,,,,pm25
Delhi,2021-04-21,277,277,,,,pm25
London,2021-04-21,34,34,15.0,28.4,3.7,pm25
New York,2021-04-21,20,20,,,,pm25
Delhi,2021-04-22,277,277,,,,pm25
London,2021-04-22,34,34,15.0,28.4,3.7,pm25
New York,2021-04-22,20,20,,,,pm25
Delhi,2021-04-23,277,277,,,,pm25
London,2021-04-23,34,34,15.0,28.4,3.7,pm25
New York,2021-04-23,20,20,,,,pm25
Delhi,2021-04-24,277,277,,,,pm25
London,2021-04-24,34,34,15.0,28.4,3.7,pm25
New York,2021-04-24,20,20,,,,pm25
Delhi,2021-04-25,277,277,,,,pm25
London,2021-04-25,34,34,15.0,28.4,3.7,pm25
New York,2021-04-25,20,20,,,,pm25
Delhi,2021-04-26,277,277,,,,pm25
London,2021-04-26,34,34,15.0,28.4,3.7,pm25
New York,2021-04-26,20,20,,,,pm25
Delhi,2021-04-27,277,277,,,,pm25
London,2021-04-27,34,34,15.0,28.4,3.7,pm25
New York,2021-04-27,20,20,,,,pm25
Delhi,2021-04-28,277,277,,,,pm25
London,2021-04-28,34,34,15.0,28.4,3.7,pm25
New York,2021-04-28,20,20,,,,pm25
Delhi,2021-04-29,277,277,,,,pm25
London,2021-04-29,34,34,15.0,28.4,3.7,pm25
New York,2021-04-29,20,20,,,,pm25
Delhi,2021-04-30,277,277,,,,pm25
London,2021-04-30,34,34,15.0,28.4,3.7,pm25
New York,2021-04-30,20,20,,,,pm25
Delhi,2021-05-01,277,277,,,,pm25
London,2021-05-01,34,34,15.0,28.4,3.7,pm25
New York,2021-05-01,20,20,,,,pm25
Delhi,2021-05-02,277,277,,,,pm25
London,2021-05-02,34,34,15.0,28.4,3.7,pm25
New York,2021-05-02,20,20,,,,pm25
Delhi,2021-05-03,277,277,,,,pm25
London,2021-05-03,34,34,15.0,28.4,3.7,pm25
New York,2021-05-03,20,20,,,,pm25
Delhi,2021-05-04,277,277,,,,pm25
London,2021-05-04,34,34,15.0,28.4,3.7,pm25
New York,2021-05-04,20,20,,,,pm25
Delhi,2021-05-05,277,277,,,,pm25
London,2021-05-05,34,34,15.0,28.4,3.7,pm25
New York,2021-05-05,20,20,,,,pm25
Delhi,2021-05-06,277,277,,,,pm25
London,2021-05-06,34,34,15.0,28.4,3.7,pm25
New York,2021-05-06,20,20,,,,pm25
Delhi,2021-05-07,277,277,,,,pm25
London,2021-05-07,34,34,15.0,28.4,3.7,pm25
New York,2021-05-07,20,20,,,,pm25
Delhi,2021-05-08,277,277,,,,pm25
London,2021-05-08,34,34,15.0,28.4,3.7,pm25
New York,2021-05-08,20,20,,,,pm25
Delhi,2021-05-09,277,277,,,,pm25
London,2021-05-09,34,34,15.0,28.4,3.7,pm25
New York,2021-05-09,20,20,,,,pm25
Delhi,2021-05-10,277,277,,,,pm25
London,2021-05-10,34,34,15.0,28.4,3.7,pm25
New York,2021-05-10,20,20,,,,pm25
Delhi,2021-05-11,277,277,,,,pm25
London,2021-05-11,34,34,15.0,28.4,3.7,pm25
New York,2021-05-11,20,20,,,,pm25
Delhi,2021-05-12,277,277,,,,pm25
London,2021-05-12,34,34,15.0,28.4,3.7,pm25
New York,2021-05-12,20,20,,,,pm25
Delhi,2021-05-13,277,277,,,,pm25
London,2021-05-13,34,34,15.0,28.4,3.7,pm25
New York,2021-05-13,20,20,,,,pm25
Delhi,2021-05-14,277,277,,,,pm25
London,2021-05-14,34,34,15.0,28.4,3.7,pm25
New York,2021-05-14,20,20,,,,pm25
Delhi,2021-05-15,277,277,,,,pm25
London,2021-05-15,34,34,15.0,28.4,3.7,pm25
New York,2021-05-15,20,20,,,,pm25
Delhi,2021-05-16,277,277,,,,pm25
London,2021-05-16,34,34,15.0,28.4,3.7,pm25
New York,2021-05-16,20,20,,,,pm25
Delhi,2021-05-17,277,277,,,,pm25
London,2021-05-17,34,34,15.0,28.4,3.7,pm25
New York,2021-05-17,20,20,,,,pm25
Delhi,2021-05-18,277,277,,,,pm25
London,2021-05-18,34,34,15.0,33.4,4.6,pm25
New York,2021-05-18,20,20,,,,pm25
Delhi,2021-05-19,277,277,,,,pm25
London,2021-05-19,34,34,15.0,33.4,4.6,pm25
New York,2021-05-19,20,20,,,,pm25
Delhi,2021-05-20,277,277,,,,pm25
London,2021-05-20,34,34,15.0,33.4,4.6,pm25
New York,2021-05-20,20,20,,,,pm25
Delhi,2021-05-21,277,277,,,,pm25
London,2021-05-21,34,34,15.0,33.4,4.6,pm25
New York,2021-05-21,20,20,,,,pm25
Delhi,2021-05-22,277,277,,,,pm25
London,2021-05-22,34,34,15.0,33.4,4.6,pm25
New York,2021-05-22,20,20,,,,pm25
Delhi,2021-05-23,277,277,,,,pm25
London,2021-05-23,34,34,15.0,33.4,4.6,pm25
New York,2021-05-23,20,20,,,,pm25
Delhi,2021-05-24,277,277,,,,pm25
London,2021-05-24,34,34,15.0,33.4,4.6,pm25
New York,2021-05-24,20,20,,,,pm25
Delhi,2021-05-25,277,277,,,,pm25
London,2021-05-25,34,34,15.0,33.4,4.6,pm25
New York,2021-05-25,20,20,,,,pm25
Delhi,2021-05-26,277,277,,,,pm25
London,2021-05-26,34,34,15.0,33.4,4.6,pm25
New York,2021-05-26,20,20,,,,pm25
Delhi,2021-05-27,277,277,,,,pm25
